name,address,latitude,longitude,rating,user_ratings_total,place_id,types,business_status,formatted_phone_number,website,formatted_address,business_name,website_url,domain,has_ads,ads_confidence,ads_error,checked_at
İstanbul Akü Fiyatları - Varta Akü - Esan Akü - 60 Amper Akü - 72 Amper Akü - Start Stop Akü - Yerinde Akü Değişimi,"Yedikule, Yedikule Cd. No:42, Fatih",40.99441110000001,28.9251066,4.6,13,ChIJ76kpHmi2yhQRbbUgiWCtBjQ,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 813 14 32,,"Yedikule, Yedikule Cd. No:42, 34107 Fatih/İstanbul, Türkiye",İstanbul Akü Fiyatları - Varta Akü - Esan Akü - 60 Amper Akü - 72 Amper Akü - Start Stop Akü - Yerinde Akü Değişimi,,,False,low,No domain provided,
Temur Akü Servisi | Mutlu Akü & Varta Akü,"Alibeyköy, Silahtarağa Cd. No: 213, Eyüpsultan",41.072118,28.942786,4.5,154,ChIJV8Vp7NCwyhQRk5KW11W2HVY,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 626 58 24,https://temuraku.com/,"Alibeyköy, Silahtarağa Cd. No: 213, 34060 Eyüpsultan/İstanbul, Türkiye",Temur Akü Servisi | Mutlu Akü & Varta Akü,https://temuraku.com/,temuraku.com,True,high,,2025-10-20 05:12:13
İkitelli Varta Akü,"Ziya Gökalp, Tosun Paşa Cd No:11/3, Başakşehir",41.078933,28.783918,5.0,2,ChIJky45fjWlyhQRMeb5QxyzzSc,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 706 48 05,,"Ziya Gökalp, Tosun Paşa Cd No:11/3, 34490 Başakşehir/İstanbul, Türkiye",İkitelli Varta Akü,,,False,low,No domain provided,
Nar Akü Oto Elektrik ve Yağ Bakım Servisi,"Esentepe, Hoca Ahmet Yesevi Cd. No:12, Sultangazi",41.0959608,28.8776811,4.9,14,ChIJN8mCI7GxyhQR7J4a3BMI7oM,"car_repair, point_of_interest, establishment",OPERATIONAL,0533 618 00 51,,"Esentepe, Hoca Ahmet Yesevi Cd. No:12, 34260 Sultangazi/İstanbul, Türkiye",Nar Akü Oto Elektrik ve Yağ Bakım Servisi,,,False,low,No domain provided,
İşbilir oto elektrik akü Takviyesi ve Klima Servisi,"İstanbul Cad, Alibeyköy, Başak Oto Sanayi Sitesi, Eyüpsultan",41.0694716,28.9306129,4.9,64,ChIJ0atJt2-xyhQRj85MeoTBLIo,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0539 844 40 89,,"İstanbul Cad, Alibeyköy, Başak Oto Sanayi Sitesi, 34065 Eyüpsultan/İstanbul, Türkiye",İşbilir oto elektrik akü Takviyesi ve Klima Servisi,,,False,low,No domain provided,
İnci Akü,"Telsiz, Asım Kazancıgil Cd. No:9, Zeytinburnu",41.0007816,28.9148909,4.7,11,ChIJg1q-p6W7yhQRu3xMS-DP9bs,"car_repair, point_of_interest, establishment",OPERATIONAL,,,"Telsiz, Asım Kazancıgil Cd. No:9, 34020 Zeytinburnu/İstanbul, Türkiye",İnci Akü,,,False,low,No domain provided,
Yigit aku cagdas otomotiv,"İkitelli OSB, Güngören - Bağcılar Sanayi Sitesi No:51, Başakşehir",41.0745734,28.8015897,4.5,197,ChIJ1RB5-YWlyhQR1U3PaIwdMlo,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 549 25 99,http://www.cagdasotomotiv.com.tr/,"İkitelli OSB, Güngören - Bağcılar Sanayi Sitesi No:51, 34490 Başakşehir/İstanbul, Türkiye",Yigit aku cagdas otomotiv,http://www.cagdasotomotiv.com.tr/,cagdasotomotiv.com.tr,True,high,,2025-10-20 05:12:13
İstanbul Bahçelievler Akü,"Siyavuşpaşa mah. Adnan Kahveci Bulvarı, Aynur Sk no: 11 D:15",40.9964948,28.8535894,4.8,63,ChIJ24V6oTulyhQR4DNqp7Q9Bqg,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 540 17 07,,"Siyavuşpaşa mah. Adnan Kahveci Bulvarı, Siyavuşpaşa, Aynur Sk no: 11 D:15, 34180 Bahçelievler/İstanbul, Türkiye",İstanbul Bahçelievler Akü,,,False,low,No domain provided,
"Yenigün Otomotiv – Lastik, Jant, Yol Yardım & Akü Servisi","Sarıgöl, Ordu Cd. No: 118/A, Gaziosmanpaşa",41.0577139,28.9198833,4.7,15,ChIJkaJeZkCxyhQR-ijSvSVACsA,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0507 833 04 54,,"Sarıgöl, Ordu Cd. No: 118/A, 34245 Gaziosmanpaşa/İstanbul, Türkiye","Yenigün Otomotiv – Lastik, Jant, Yol Yardım & Akü Servisi",,,False,low,No domain provided,
Akyol Oto Varta Akü,"Maltepe, Unnamed Road, Zeytinburnu",41.01865069999999,28.90667269999999,4.5,65,ChIJ0xJpY2K7yhQR0KR_wquIRSk,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 481 88 36,,"Maltepe, Unnamed Road, 34010 Zeytinburnu/İstanbul, Türkiye",Akyol Oto Varta Akü,,,False,low,No domain provided,
Zeytinburnu Akü Market,"Yeşiltepe, 74/3. Sk. No:28, Zeytinburnu",40.9917385,28.8986143,5.0,3,ChIJsUV_Ode7yhQRj2bdKGe2dc4,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 706 91 24,,"Yeşiltepe, 74/3. Sk. No:28, 34025 Zeytinburnu/İstanbul, Türkiye",Zeytinburnu Akü Market,,,False,low,No domain provided,
Birmot Akü Yetkili Servisi ve Satış Noktası / İkitelli,"İkitelli OSB, Dolapdere Sanayi Sitesi No:1, Başakşehir",41.07410480000001,28.8083064,3.0,2,ChIJHze0RIGlyhQRRUEftmqp3PM,"car_repair, point_of_interest, establishment",OPERATIONAL,,,"İkitelli OSB, Dolapdere Sanayi Sitesi No:1, 34490 Başakşehir/İstanbul, Türkiye",Birmot Akü Yetkili Servisi ve Satış Noktası / İkitelli,,,False,low,No domain provided,
EMİR AKÜ MARKET,"Mahmutbey, İnönü Cd. No:21/A, Bağcılar",41.04741920000001,28.8300482,4.1,139,ChIJYwZ5bhilyhQRpq-raEFw5cE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0531 777 01 21,,"Mahmutbey, İnönü Cd. No:21/A, 34218 Bağcılar/İstanbul, Türkiye",EMİR AKÜ MARKET,,,False,low,No domain provided,
Sultangazi Akü Market | Acil Akü | Akü Fiyatları | Kurşunoğlu Akü | Akücü Mustafa,"50. Yıl, Eski Edirne Asf. No:458/A, Sultangazi",41.087184,28.8685561,4.9,13,ChIJkx9bACWwyhQRvfRqwoDfsBE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 340 72 35,,"50. Yıl, Eski Edirne Asf. No:458/A, 34265 Sultangazi/İstanbul, Türkiye",Sultangazi Akü Market | Acil Akü | Akü Fiyatları | Kurşunoğlu Akü | Akücü Mustafa,,,False,low,No domain provided,
Demirtas Battery Industry,"Kocasinan Merkez, Mimar Sinan Cd. Oto Sanayi Sitesi B2 Blok No:1, Bahçelievler",41.0133235,28.8442259,4.4,354,ChIJNRk6csekyhQRE9zyiGcGwKE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 551 58 81,https://demirtasaku.com.tr/,"Kocasinan Merkez, Mimar Sinan Cd. Oto Sanayi Sitesi B2 Blok No:1, 34186 Bahçelievler/İstanbul, Türkiye",Demirtas Battery Industry,https://demirtasaku.com.tr/,demirtasaku.com.tr,True,high,,2025-10-20 05:12:14
ACİL AKÜCÜ COŞKUN AKÜ 7/24,"Yunus Emre, Adem Yavuz Cd. No:56, Sultangazi",41.0954597,28.8923466,5.0,18,ChIJ4aYVSLKxyhQRC1tms6t0Gtk,"car_repair, point_of_interest, establishment",OPERATIONAL,(0212) 536 56 06,http://coskunaku.com/,"Yunus Emre, Adem Yavuz Cd. No:56, 34260 Sultangazi/İstanbul, Türkiye",ACİL AKÜCÜ COŞKUN AKÜ 7/24,http://coskunaku.com/,coskunaku.com,True,high,,2025-10-20 05:12:14
Park Oto,"Tuna, Osmangazi Cd. 660 sok no1, Esenler",41.0533622,28.8572714,4.7,171,ChIJ0eH1A02lyhQRUHajRipdbGg,"car_repair, point_of_interest, establishment",OPERATIONAL,0544 361 46 17,,"Tuna, Osmangazi Cd. 660 sok no1, 34225 Esenler/İstanbul, Türkiye",Park Oto,,,False,low,No domain provided,
Oto Çiçek Mutlu Aku Yetkili Servis Oto Elektrik Klima Mutlu akü yetkili servisi mutlu ve varta akü satisi,"Seyitnizam, Demirciler Sitesi 1. Cd No:36, Zeytinburnu",41.0051189,28.9017043,4.2,66,ChIJtfnwvgi7yhQRU1t7DTzYNb8,"car_repair, point_of_interest, establishment",OPERATIONAL,(0212) 664 67 47,,"Seyitnizam, Demirciler Sitesi 1. Cd No:36, 34015 Zeytinburnu/İstanbul, Türkiye",Oto Çiçek Mutlu Aku Yetkili Servis Oto Elektrik Klima Mutlu akü yetkili servisi mutlu ve varta akü satisi,,,False,low,No domain provided,
İnci Akü Tuncer Oto Elektrik,"Fatih, 252. Sk. No:17, Esenler",41.0410401,28.8623257,4.8,53,ChIJT9phdMu6yhQRBUskvvO307M,"car_repair, point_of_interest, establishment",OPERATIONAL,(0212) 611 26 52,,"Fatih, 252. Sk. No:17, 34225 Esenler/İstanbul, Türkiye",İnci Akü Tuncer Oto Elektrik,,,False,low,No domain provided,
Bostancı Akü,"İçerenköy, Merkez Cami Sk. No:1 D:e, Ataşehir",40.9698613,29.1096632,4.9,62,ChIJ_yseVmLHyhQRi3bozMIl2l0,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0546 190 26 74,https://www.bostanciakumarket.com/,"İçerenköy, Merkez Cami Sk. No:1 D:e, 34752 Ataşehir/İstanbul, Türkiye",Bostancı Akü,https://www.bostanciakumarket.com/,bostanciakumarket.com,True,high,,2025-10-20 05:12:15
IŞIK OTO ELEKTRİK KLİMA WEBASTO,"Yamanevler, Ak Sanayi Sitesi D:2. Kısım B Blok No:11, Ümraniye",41.0254566,29.1181181,5.0,5,ChIJwUwbPz3JyhQR5SilCyg4ge0,"car_repair, point_of_interest, establishment",OPERATIONAL,0532 459 35 14,,"Yamanevler, Ak Sanayi Sitesi D:2. Kısım B Blok No:11, 34768 Ümraniye/İstanbul, Türkiye",IŞIK OTO ELEKTRİK KLİMA WEBASTO,,,False,low,No domain provided,
Lastik ve akü 7/24 Mobil Yol yardım,"güden apartamanı, İçerenköy, Oyacı Sk. no:14, Ataşehir",40.97257099999999,29.1123543,5.0,23,ChIJYUWTl2jHyhQRD0FN_xC00Pg,"car_repair, point_of_interest, establishment",OPERATIONAL,0531 892 57 06,http://www.otodoktorum.net/,"güden apartamanı, İçerenköy, Oyacı Sk. no:14, 34752 Ataşehir/İstanbul, Türkiye",Lastik ve akü 7/24 Mobil Yol yardım,http://www.otodoktorum.net/,otodoktorum.net,False,low,,2025-10-20 05:12:15
"Star Oto Elektrik, 7/24, Oto Elektrikçi Bostancı","İçerenköy, Fulya Sk. No:24, Ataşehir",40.96559209999999,29.1105463,3.9,77,ChIJF2WNhFzGyhQRTQBXlFoX2_Q,"car_repair, point_of_interest, establishment",OPERATIONAL,0536 524 57 62,,"İçerenköy, Fulya Sk. No:24, 34744 Ataşehir/İstanbul, Türkiye","Star Oto Elektrik, 7/24, Oto Elektrikçi Bostancı",,,False,low,No domain provided,
Varta Akü Bostancı Yetkili Servisi ve Bayii Dadaşlar,"Bostancı Oto Sanayi Sitesi Orkide sokak J Blok No=22, Ataşehir",40.9663721,29.1090754,4.9,192,ChIJJTsEMbnHyhQRWrpgNRNPi3Q,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 744 25 25,http://www.bostanciaku.com/,"Bostancı Oto Sanayi Sitesi Orkide sokak J Blok No=22, İçerenköy, 34752 Ataşehir/İstanbul, Türkiye",Varta Akü Bostancı Yetkili Servisi ve Bayii Dadaşlar,http://www.bostanciaku.com/,bostanciaku.com,True,high,,2025-10-20 05:12:15
Varta Akü Bostancı Yetkili Satıcı Bayii Alp Otomotiv - Mutlu Akü Bostancı Yetkili Satıcı Bayii,"M Blok No:F, Bostancı, Manolya Sanayi Sk. No:1 D:F, Ataşehir",40.9658112,29.1081057,4.9,177,ChIJc-PQDifEyhQRh4vH3jGkkbo,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 494 50 45,http://www.vartaakubostancibayi.com/,"M Blok No:F, Bostancı, Manolya Sanayi Sk. No:1 D:F, 34752 Ataşehir/İstanbul, Türkiye",Varta Akü Bostancı Yetkili Satıcı Bayii Alp Otomotiv - Mutlu Akü Bostancı Yetkili Satıcı Bayii,http://www.vartaakubostancibayi.com/,vartaakubostancibayi.com,True,high,,2025-10-20 05:12:15
Aküm Yolda - Akü Yol Yardım,"Fındıklı, Hancıoğlu Cd. No: 13-15 / 12, Maltepe",40.9689823,29.1251103,5.0,83,ChIJUwvFeezHyhQRYhWoVw1YVDE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0539 934 91 61,https://akumyolda.com/,"Fındıklı, Hancıoğlu Cd. No: 13-15 / 12, 34854 Maltepe/İstanbul, Türkiye",Aküm Yolda - Akü Yol Yardım,https://akumyolda.com/,akumyolda.com,True,high,,2025-10-20 05:12:15
"Acil Akü Takviye - BK Otomotiv - 7/24 Akü , Akü Değişim ve Yol Yardımı Hizmetleri - Varta Mutlu Akü","Fındıklı, Başıbüyük Yolu Cd No:173, Maltepe",40.97014069999999,29.1449942,5.0,1220,ChIJPfS0d9_FyhQRA4AVXr-SAUo,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0552 350 74 10,https://acilakutakviye.com/,"Fındıklı, Başıbüyük Yolu Cd No:173, 34854 Maltepe/İstanbul, Türkiye","Acil Akü Takviye - BK Otomotiv - 7/24 Akü , Akü Değişim ve Yol Yardımı Hizmetleri - Varta Mutlu Akü",https://acilakutakviye.com/,acilakutakviye.com,True,high,,2025-10-20 05:12:15
Maltepe Yol Yardım Akü Takviye Hizmetleri,"Fındıklı, Maltepe",40.9710668,29.1347028,5.0,11,ChIJUeAbk4jHyhQRQozezDQYmnU,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0553 941 36 33,,"Istanbul, Fındıklı, 34854 Maltepe/İstanbul, Türkiye",Maltepe Yol Yardım Akü Takviye Hizmetleri,,,False,low,No domain provided,
Sultangazi Mutlu Akü Bayi - Sultangazi İnci Akü Bayi,"Esentepe Mahallesi, Ulubatlı Hasan Cd. No:127, Sultangazi",41.0303229,29.1822424,1.0,1,ChIJDzrv2pTPyhQRCpZrs0wWHzs,"car_repair, point_of_interest, establishment",OPERATIONAL,0536 221 04 89,,"Esentepe Mahallesi, Ulubatlı Hasan Cd. No:127, 34500 Sultangazi/İstanbul, Türkiye",Sultangazi Mutlu Akü Bayi - Sultangazi İnci Akü Bayi,,,False,low,No domain provided,
zifht 7/24 Yol Yardım Akü & Lastik & Bakım Servisi,"Safa, Orhangazi Cd No:30, Sancaktepe",40.9957363,29.2475498,5.0,64,ChIJQWBoupTRyhQRDOLcl1uE5hc,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0552 132 35 38,http://zifht.com/,"Safa, Orhangazi Cd No:30, 34791 Sancaktepe/İstanbul, Türkiye",zifht 7/24 Yol Yardım Akü & Lastik & Bakım Servisi,http://zifht.com/,zifht.com,False,low,,2025-10-20 05:12:16
Bayraktar Akü Market,"Eyüp Sultan Mah, Abdurrahmangazi, Ulubatlı Hasan Cd. No:13A, Sancaktepe",40.9851402,29.2231531,5.0,15,ChIJtXI9WWPPyhQRJbilxZntwxU,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0534 487 48 86,https://www.bayraktaraku.com.tr/,"Eyüp Sultan Mah, Abdurrahmangazi, Ulubatlı Hasan Cd. No:13A, 34885 Sancaktepe/İstanbul, Türkiye",Bayraktar Akü Market,https://www.bayraktaraku.com.tr/,bayraktaraku.com.tr,True,high,,2025-10-20 05:12:16
7/24 ACİL AKÜ ÇEKMEKÖY AKÜ TAŞDELEN AKÜ ÜMRANİYE AKÜ ŞİLE AKÜ İNCİ AKÜ YETKİLİ BAYİ,"ZİND ALTI DÜKKANLAR, Cumhuriyet, Bengi Sk. No:1, Çekmeköy",41.0265301,29.229765,5.0,10,ChIJfSI3bgzPyhQRn_BWiCSuS-E,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0530 646 26 59,,"ZİND ALTI DÜKKANLAR, Cumhuriyet, Bengi Sk. No:1, 34406 Çekmeköy/İstanbul, Türkiye",7/24 ACİL AKÜ ÇEKMEKÖY AKÜ TAŞDELEN AKÜ ÜMRANİYE AKÜ ŞİLE AKÜ İNCİ AKÜ YETKİLİ BAYİ,,,False,low,No domain provided,
ALBAY AKÜ MARKET,"Merve, Atatürk Cd. No:326, Sancaktepe",41.0057526,29.252052,4.7,61,ChIJvz0kJ_nRyhQRhqlkvVOjSew,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0554 969 11 61,http://albayakumarket.com/,"Merve, Atatürk Cd. No:326, 34000 Sancaktepe/İstanbul, Türkiye",ALBAY AKÜ MARKET,http://albayakumarket.com/,albayakumarket.com,True,high,,2025-10-20 05:12:16
Kartal akücü& Acil Akü Takviye,"Petroliş, Üsküdar Cd. 68/A, Kartal",40.8914771,29.17766529999999,5.0,8,ChIJEW6DMizDyhQRXRtkGgrO6f8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0540 491 94 94,,"Petroliş, Üsküdar Cd. 68/A, 34000 Kartal/İstanbul, Türkiye",Kartal akücü& Acil Akü Takviye,,,False,low,No domain provided,
Maltepe Akü Takviye,"Zümrütevler, Candan Sokağı No:16, Maltepe",40.934366,29.1438575,4.4,5,ChIJXxUrWbTFyhQRgyj9wGF86aw,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 765 45 46,,"Zümrütevler, Candan Sokağı No:16, 34852 Maltepe/İstanbul, Türkiye",Maltepe Akü Takviye,,,False,low,No domain provided,
Mutlu Varta Bosch Ucuz Akü Market,"Esentepe Mh. İnönü Cd, Kartal Oto Sanayi Sitesi No26 Sit C1 Blk, Kartal",40.9085012,29.19265639999999,5.0,1,ChIJq3xb-ezFyhQRybpGVpkzgfU,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 387 00 78,http://www.kizildagoto.com/,"Esentepe Mh. İnönü Cd, Esentepe, Kartal Oto Sanayi Sitesi No26 Sit C1 Blk, 34870 Kartal/İstanbul, Türkiye",Mutlu Varta Bosch Ucuz Akü Market,http://www.kizildagoto.com/,kizildagoto.com,False,low,,2025-10-20 05:12:16
KAR-BAY AKÜ MARKET VE OTO LASTİK,"Fevzi Çakmak, Muhsin Yazıcıoğlu Cd NO:30/A, Pendik",40.8898383,29.2654497,5.0,64,ChIJHf2HdUrbyhQRlQTQRsVmOq0,"car_repair, point_of_interest, establishment",OPERATIONAL,0530 795 18 78,,"Fevzi Çakmak, Muhsin Yazıcıoğlu Cd NO:30/A, 34899 Pendik/İstanbul, Türkiye",KAR-BAY AKÜ MARKET VE OTO LASTİK,,,False,low,No domain provided,
"Aydınlı akücü, aydınlı akü servisi, tuzla akücü, tuzla akü servisi, acil akücü, yerinde akü değişimi, akücü, akü servisi,","Aydınlı, Turna Sk no:5 ofis-2, Tuzla",40.8700053,29.3226985,4.9,78,ChIJ3aUmRDHbyhQRl0hiDkOLk7I,"car_repair, point_of_interest, establishment",OPERATIONAL,0543 867 80 80,http://imajoto.net/,"Aydınlı, Turna Sk no:5 ofis-2, 34953 Tuzla/İstanbul, Türkiye","Aydınlı akücü, aydınlı akü servisi, tuzla akücü, tuzla akü servisi, acil akücü, yerinde akü değişimi, akücü, akü servisi,",http://imajoto.net/,imajoto.net,False,low,,2025-10-20 05:12:17
Tuzla Akü Servis Satış Varta Akü Bayi İnci Akü 7/24 ACİL AKÜ,"Postane, Sahilyolu Cd. No:2, Tuzla",40.8168744,29.2977527,5.0,7,ChIJwYjQkqndyhQRhrdX-_jABec,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0545 732 89 51,,"Postane, Sahilyolu Cd. No:2, 34940 Tuzla/İstanbul, Türkiye",Tuzla Akü Servis Satış Varta Akü Bayi İnci Akü 7/24 ACİL AKÜ,,,False,low,No domain provided,
Akü Servisi,"Kurtköy, Adalet Sk. No:47/C, Pendik",40.9193266,29.2958317,5.0,1,ChIJCRWrIUTayhQRfhXAnCMRttE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0543 867 80 80,https://akubayisi.com.tr/,"Kurtköy, Adalet Sk. No:47/C, 34912 Pendik/İstanbul, Türkiye",Akü Servisi,https://akubayisi.com.tr/,akubayisi.com.tr,True,high,,2025-10-20 05:12:17
Kurtköy Akü Değişimi Yol Yardım Akü Yerinde Akü Değişim Varta Doğanay Otomotiv,"Yenişehir, Osmanlı Blv. No:9 34912, Pendik",40.929371,29.3080869,5.0,4,ChIJU0czyw_byhQRYgQTi5RtKm8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 54 26,,"Yenişehir, Osmanlı Blv. No:9 34912, 34890 Pendik/İstanbul, Türkiye",Kurtköy Akü Değişimi Yol Yardım Akü Yerinde Akü Değişim Varta Doğanay Otomotiv,,,False,low,No domain provided,
Tuzla Akü,"Yayla, İhsan Ekmekçi Sk. NO: 12 D, Tuzla",40.830782,29.31283,3.5,6,ChIJy4ZnqaXdyhQR3yIvmCTsFP4,"car_repair, point_of_interest, establishment",OPERATIONAL,0543 867 80 80,https://imajoto.net/,"Yayla, İhsan Ekmekçi Sk. NO: 12 D, 34944 Tuzla/İstanbul, Türkiye",Tuzla Akü,https://imajoto.net/,imajoto.net,False,low,,2025-10-20 05:12:17
ESENYALI AKÜCÜ GÜZELYALI AKÜ 7/24 ACİL AKÜ SERVİS AKÜ DEĞİŞİM,"Esenyalı, Sıcak Sk. No:17, Pendik",40.86090739999999,29.2913331,5.0,1,ChIJ2aKVqo7dyhQRS8A5j4bzaVg,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 22 65,,"Esenyalı, Sıcak Sk. No:17, 34903 Pendik/İstanbul, Türkiye",ESENYALI AKÜCÜ GÜZELYALI AKÜ 7/24 ACİL AKÜ SERVİS AKÜ DEĞİŞİM,,,False,low,No domain provided,
AYDINLI AKÜ SERVİS VARTA AKÜ BAYİ AKÜ SATIŞ 7/24 ACİL AKÜ İNCİ AKÜ MUTLU AKÜ,"Aydınlı, İmren Sk. No:23/C, Tuzla",40.8695073,29.3332313,5.0,4,ChIJb6azsSnbyhQRtgi2OME-jjk,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0545 732 89 51,,"Aydınlı, İmren Sk. No:23/C, 34953 Tuzla/İstanbul, Türkiye",AYDINLI AKÜ SERVİS VARTA AKÜ BAYİ AKÜ SATIŞ 7/24 ACİL AKÜ İNCİ AKÜ MUTLU AKÜ,,,False,low,No domain provided,
Tuzla Akü Yerinde Akü Değişim,"Aydınlı, İmren Sk. No:36/C, Tuzla",40.8693705,29.33192279999999,5.0,2,ChIJnf0CrfrZyhQRj6M6Zzj8CRY,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 53 95,https://daricaaku.com/,"Aydınlı, İmren Sk. No:36/C, 34953 Tuzla/İstanbul, Türkiye",Tuzla Akü Yerinde Akü Değişim,https://daricaaku.com/,daricaaku.com,True,high,,2025-10-20 05:12:17
ŞEKERPINAR AKÜ SERVİS DERİ SANAYİ,"Cumhuriyet, Muhsin Yazıcıoğlu Cd. No:116, Çayırova",40.8665669,29.3777392,4.2,5,ChIJYam8Kl3ZyhQRmFeZDmui3ZM,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 22 65,,"Cumhuriyet, Muhsin Yazıcıoğlu Cd. No:116, 41420 Çayırova/Kocaeli, Türkiye",ŞEKERPINAR AKÜ SERVİS DERİ SANAYİ,,,False,low,No domain provided,
Yerinde Akü Değişim Servisi Hizmeti Akücü,"Köşklü Çeşme, 562. Sk. No:36, Gebze",40.7934521,29.3984581,5.0,1,ChIJgTOjb7bfyhQRTEh_cgRBKLY,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 64 39,,"Köşklü Çeşme, 562. Sk. No:36, 41400 Gebze/Kocaeli, Türkiye",Yerinde Akü Değişim Servisi Hizmeti Akücü,,,False,low,No domain provided,
Doğanay Otomotiv,"Aydınlı, İmren Sk. No:36, Tuzla",40.8693705,29.33192279999999,4.1,32,ChIJk24qcHfZyhQRUCqH1EyDlYU,"car_repair, point_of_interest, establishment",OPERATIONAL,(0216) 606 22 37,,"Aydınlı, İmren Sk. No:36, 34953 Tuzla/İstanbul, Türkiye",Doğanay Otomotiv,,,False,low,No domain provided,
Acil akü yol yardım Varta yetkili servis,"Aydınlı, Çamlıbelde Yolu Cd no:90/1, Tuzla",40.8692146,29.3152553,4.9,108,ChIJ6ZmXmU7byhQRq17XgJKoA-w,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0546 553 53 53,http://akubulucu.com/,"Aydınlı, Çamlıbelde Yolu Cd no:90/1, 34953 Tuzla/İstanbul, Türkiye",Acil akü yol yardım Varta yetkili servis,http://akubulucu.com/,akubulucu.com,True,high,,2025-10-20 05:12:18
AR LAS OTO LASTİK JANT AKÜ 7 24 MOBİL YOL YARDIM,"Yeni, Plevne Cd. No:50/A, Pendik",40.8887658,29.2297628,4.7,62,ChIJ_1QJiKrEyhQRLryEq5X7ycA,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 726 44 60,,"Yeni, Plevne Cd. No:50/A, 34893 Pendik/İstanbul, Türkiye",AR LAS OTO LASTİK JANT AKÜ 7 24 MOBİL YOL YARDIM,,,False,low,No domain provided,
GEBZE DARICA OTO LASTİKCİ LASTİK DÜNYASI CİKMA LASTİK SIFIR LASTİK 7/24 YOL YARDIM LASTİKCİ GEBZE DARICA EN YAKIN LASTIKCI,"Osman Gazi, Aşıroğlu Cd. No:158, Darıca",40.7924638,29.3749722,4.4,61,ChIJzdmPmbXfyhQRxDzStvTESnI,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 409 05 22,,"Osman Gazi, Aşıroğlu Cd. No:158, 41700 Darıca/Kocaeli, Türkiye",GEBZE DARICA OTO LASTİKCİ LASTİK DÜNYASI CİKMA LASTİK SIFIR LASTİK 7/24 YOL YARDIM LASTİKCİ GEBZE DARICA EN YAKIN LASTIKCI,,,False,low,No domain provided,
akuyolyardim,"Aydınlı Mah Gürpınar Caddesi, İmren Sk. No:36/C, Tuzla",40.8703847,29.3296826,5.0,1,ChIJrURD6VnZyhQRPBi6FEidZ18,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0546 582 76 36,http://akuyolyardim.net/,"Aydınlı Mah Gürpınar Caddesi, Aydınlı, İmren Sk. No:36/C, 34953 Tuzla/İstanbul, Türkiye",akuyolyardim,http://akuyolyardim.net/,akuyolyardim.net,True,high,,2025-10-20 05:12:18
Gölbaş Tuning Oto Aksesuar,"Aydınlı, Umutlu Sk. 16 A, Tuzla",40.8704062,29.3223216,5.0,326,ChIJh1HWvjHbyhQR34-nvq6JQBE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0544 937 19 58,,"Aydınlı, Umutlu Sk. 16 A, 34953 Tuzla/İstanbul, Türkiye",Gölbaş Tuning Oto Aksesuar,,,False,low,No domain provided,
